dataset,seed,train_rmse,test_rmse,train_r2,test_r2,model,simpl_model,size,simpl_size,runtime,coeff_mut,gom_coeff_mut_strat,ims,linear_scaling,data_standardization,quick_test
keijzer-2,7,4.15777732253755e-06,3.7703313810025406e-06,0.9999999996910028,0.9999999997459079,0.000000+-0.555243*(((cos((x0/x0))*sin((x0*-6.283175)))*x0)),0.555243*x0*sin(6.283175*x0)*cos(1),11,9,15.748818159103394,1.0_0.1_0.1_-1,afterfossize,False,True,False,False
