gen,time,evals,best_fit,best_size,pop_size
1,1.594758,57749,0.061626,12,1024
2,3.402451,132091,0.059206,19,1024
3,5.64408,202466,0.035745,19,1024
4,7.395146,272495,0.002534,16,1024
5,9.536017,356375,0.002446,16,1024
6,11.362443,438474,0.002446,16,1024
7,14.098195,534973,0.001385,21,1024
8,15.981205,620741,0.001262,21,1024
9,17.962936,700425,0.000349,22,1024
10,19.51595,776500,7.9e-05,22,1024
11,21.113476,849612,0.0,22,1024
12,22.617538,922304,0.0,22,1024
13,24.239892,995010,0.0,22,1024
14,25.781783,1068064,0.0,22,1024
