gen,time,evals,best_fit,best_size,pop_size
1,2.365887,45632,0.870342,7,1024
2,4.0869,96407,0.867848,18,1024
3,6.022734,156357,0.860534,18,1024
4,8.370019,236588,0.859571,16,1024
5,10.914237,329768,0.851597,14,1024
6,13.328839,425265,0.851258,13,1024
7,15.753099,511925,0.835871,13,1024
8,18.109517,586868,0.834563,13,1024
9,20.523421,654452,0.825019,13,1024
10,22.847271,720145,0.824409,13,1024
11,25.183141,784019,0.824021,13,1024
12,27.506888,849737,0.824021,13,1024
13,29.950662,917343,0.824021,13,1024
14,32.260046,983999,0.824021,13,1024
15,34.616941,1049371,0.824021,13,1024
