dataset,seed,train_rmse,test_rmse,train_r2,test_r2,model,simpl_model,size,simpl_size,runtime,coeff_mut,gom_coeff_mut_strat,ims,linear_scaling,data_standardization,quick_test
vladislavleva-8,1,0.6181925586265836,1.4875846297726025,0.871795371869866,0.2576315232481118,-0.540936+1.410407*(exp(((cos(x0)-cos(x1))-cos((2.865144/x1))))),1.410407*exp(cos(x0) - cos(2.865144/x1) - cos(x1)) - 0.540936,11,20,210.249835729599,0.5_0.1_0.1_5,afteronce,False,True,False,False
