dataset,seed,train_rmse,test_rmse,train_r2,test_r2,model,simpl_model,size,simpl_size,runtime,coeff_mut,gom_coeff_mut_strat,ims,linear_scaling,data_standardization,quick_test
r2,1,0.022188040527372596,0.0202104127862038,0.99841342076004,0.9986836413425448,1.362807+-0.515569*((sqrt((0.222462-(x0/1.456932)))+(((x0+x0)+exp(-0.271808))/sqrt((0.870109/x0))))),(-1.10542672912016*x0 + (1.362807 - 0.427136962765883*sqrt(0.324112006584 - x0))*sqrt(1/x0) - 0.421167888423507)/sqrt(1/x0),18,28,46.13189363479614,0.5_0.9_0.1_-1,afteronce,False,True,False,False
